source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-029,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-029,"A reference-image input MUST accept one or more arbitrary image files without presenting domain-, product-, or test-specific image choices. Prototype uploads MAY remain explicitly session-only.",CAP-003,Typed ports and artifact contracts,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-030,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-030,A design or textual input MUST support both a direct prompt and attached readable documents for long or reusable content. Reusable sources SHOULD be selectable through a generic workspace or template boundary rather than encoded as block-specific file-format logic.,CAP-014,"Input attachment, preview, replacement, and provenance",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-031,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-031,"A knowledge-lookup input MUST let the user describe what information is needed and choose generic governed source scopes. The UI MUST NOT expose RAG, a search provider, an engineering domain, or a source label as runtime dispatch logic, and future retrieved context MUST be reviewable with source citations and retrieval evidence.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-032,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-032,"The prototype MUST support a generic multimodal Prompt / Request contract containing instructions, typed image/file/artifact references, and configurable runtime requirements without introducing request classes for individual engineering or business domains.",CAP-003,Typed ports and artifact contracts,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-033,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-033,"Validation and execution status MUST distinguish workflow definition errors, runtime preflight blocks, semantic `needs-input` results, tool-call validation errors, executor failures, and unacceptable outcomes. A stopped or failed block MUST visibly block its unexecuted dependents.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-034,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-034,"User-supplied runtime data MUST NOT be paired with a predetermined semantic result. Fixture runs MUST use controlled fixture inputs, be unmistakably identified as fixtures, and remain distinguishable from validate-only, unconnected, and live runs in the UI and evidence.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-035,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-035,"Diagnostics and canvas cause highlighting MUST derive only from findings and evidence produced by the current run. A block MUST NOT be identified as a possible cause solely because of its position, role, or presence in a scenario fixture.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-036,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-036,"Every completed executable block MUST expose reviewable inputs, structured or artifact-backed output, executor provenance, activity status, and diagnosis details. Valid empty, redacted, and truncated results MUST be explicit rather than appearing as missing evidence.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-037,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-037,"An AI task MUST be able to return a schema-validated `needs-input` result containing unresolved values, examined evidence, assumptions, and user-facing questions. A `needs-input` result MUST prevent downstream MCP invocation.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-038,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-038,"An AI task that prepares an MCP call MUST receive the exact reviewed server/tool declaration and input schema before generation. No capability category, presentation alias, or domain label may substitute for an exact generic MCP binding.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-039,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-039,Each run record MUST identify its execution mode and preserve immutable per-step results so reruns can be compared without overwriting the evidence that caused an earlier stop or failure.,CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-040,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-040,Every human prototype checkpoint MUST update or explicitly confirm the living lessons-learned evidence record. The final architecture decision MUST disposition every recorded candidate rule and open P0/P1 debt item rather than relying on conversation history or passing tests.,CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:FR-041,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,FR-041,Runtime preflight MUST enforce only explicit canonical requirements with inspectable provenance. The UI MUST expose each required input and its source before Run. A phrase or implication in free-form prompt text MUST NOT silently become a preflight rule; semantic interpretation may instead return a reviewable `needs-input` result or propose an authoring change for user acceptance.,CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:SC-001,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,SC-001,"At least 80% of representative evaluation sessions correctly identify the main path, verification gate, feedback loop, released artifact, and human approval without assistance.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:SC-002,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,SC-002,The median time to answer the reference-workflow comprehension questions is at least 30% lower than the same exercise in the current Rivet baseline.,CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md:SC-003,git:e7bb75c1:specs/076-engineering-workflow-prototype/spec.md,SC-003,Three tools with materially different input schemas bind and run through one MCP block type and one gateway adapter with no domain-specific execution code.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
